Date,District,Temperature,Humidity,Rainfall,AQI,Water_Quality_Index,Hospital_Admissions,Disease_Type,Outbreak_Label
2021-02-20 05:14:44.055783,New Delhi,18.96882400362647,42.22957684053085,3.948030967358669,460.0452634323141,7.729994176960245,64,Airborne (Respiratory),1
2021-02-21 05:14:44.055783,New Delhi,5.162681345461989,40.06439956930578,4.846676298515415,437.9272053672141,8.810540083095516,5,None,0
2021-02-22 05:14:44.055783,New Delhi,21.09280058106549,47.33773631741673,2.6894786012661824,404.81048555233826,7.981720880166992,13,None,0
2021-02-23 05:14:44.055783,New Delhi,16.953016038007412,51.355376552926,4.621905313467354,474.52893199401194,8.474075583239259,7,None,0
2021-02-24 05:14:44.055783,New Delhi,7.8064787022385165,43.33814890043238,0.2929188480779693,409.40565268524756,6.203302460215626,40,Airborne (Respiratory),1
2021-02-25 05:14:44.055783,New Delhi,21.530562539231678,52.26763838870356,0.9084772316823231,417.72724141733994,8.807802831939128,2,None,0
2021-02-26 05:14:44.055783,New Delhi,19.25074476118693,53.76873352103081,2.5707478684597462,424.5157687503046,8.494542701564892,12,None,0
2021-02-27 05:14:44.055783,New Delhi,6.6411424142960485,46.14473738880542,1.4666019167567663,398.6039784880254,8.402656717367629,8,None,0
2021-02-28 05:14:44.055783,New Delhi,14.009350564295497,55.13464962902432,3.53528354718459,331.3931674787008,7.019846979917891,8,None,0
2021-03-01 05:14:44.055783,New Delhi,41.73754858229188,29.423196653573946,11.134617253675273,213.23336507262263,6.37817376563327,11,None,0
2021-03-02 05:14:44.055783,New Delhi,30.5754752982722,27.207795034251237,1.7489052427372158,220.57056639719244,8.964517322008074,11,None,0
2021-03-03 05:14:44.055783,New Delhi,35.515780647069604,33.970313959190065,8.217444155676201,186.23352634060691,7.080752593526953,9,None,0
2021-03-04 05:14:44.055783,New Delhi,42.61501054689607,31.50800383846053,9.133509155071897,222.87470142438318,8.484138841088381,7,None,0
2021-03-05 05:14:44.055783,New Delhi,41.980413837260414,24.548146249181038,2.31569729733005,167.74635255338657,7.5243837891495415,7,None,0
2021-03-06 05:14:44.055783,New Delhi,44.973170182301125,34.21653671217298,7.632181041266955,168.72558564303213,8.769834380848224,9,None,0
2021-03-07 05:14:44.055783,New Delhi,33.16998675385557,24.08923397648651,7.030512629260367,156.4145543447387,8.921168030671875,10,None,0
2021-03-08 05:14:44.055783,New Delhi,34.39314814784014,27.09781176603228,8.56569669226492,210.4461279827799,8.407182943943264,9,None,0
2021-03-09 05:14:44.055783,New Delhi,41.74855055854729,34.90885576780712,6.062747970287833,261.4688305937147,6.198624913427486,3,None,0
2021-03-10 05:14:44.055783,New Delhi,43.05096921393016,28.63308889186576,3.3072589792441835,288.1632960343562,7.206160810885134,10,None,0
2021-03-11 05:14:44.055783,New Delhi,31.28340722140064,18.585528961396047,9.565664223458825,229.69330140440212,8.048266082623782,5,None,0
2021-03-12 05:14:44.055783,New Delhi,32.316180024902025,25.870718785844005,11.821549759677929,198.9304555070692,8.135054922801828,4,None,0
2021-03-13 05:14:44.055783,New Delhi,39.43749833594208,20.16047158734678,11.550560710094118,192.05549343553218,6.458612922899331,9,None,0
2021-03-14 05:14:44.055783,New Delhi,40.0324401755728,19.108018583407777,8.742761891475912,270.65574287300933,8.37180961768568,6,None,0
2021-03-15 05:14:44.055783,New Delhi,44.28960088732168,25.603768320131966,8.009161880722942,193.90133030224888,8.310569830594668,9,None,0
2021-03-16 05:14:44.055783,New Delhi,37.54845142514934,34.54162212512958,4.5528389002299425,205.09710193292352,8.603468260965567,11,None,0
2021-03-17 05:14:44.055783,New Delhi,41.4060427733222,28.06811471550571,7.640260267206824,285.01136053122207,7.180585568688638,13,None,0
2021-03-18 05:14:44.055783,New Delhi,30.816863852103797,19.213943264143403,6.7134637943340945,237.67242801622342,6.606136692251586,8,None,0
2021-03-19 05:14:44.055783,New Delhi,46.95862829792411,32.64815332096542,6.426526010512174,189.09482626792024,8.508416509245997,10,None,0
2021-03-20 05:14:44.055783,New Delhi,43.10443206003614,32.67225540597407,7.718333470549025,247.50068281679063,7.2740177841982465,9,None,0
2021-03-21 05:14:44.055783,New Delhi,40.377008164982854,21.956379954607286,4.230437327968007,170.47666000997194,8.401934059153422,14,None,0
2021-03-22 05:14:44.055783,New Delhi,39.62077022461676,30.275368626927175,11.24946575850071,205.3390759231118,6.839616214772363,10,None,0
2021-03-23 05:14:44.055783,New Delhi,30.681882569637022,32.51112324818372,11.384569539964506,295.58919460533366,7.49210918809451,3,None,0
2021-03-24 05:14:44.055783,New Delhi,30.86379568552618,21.32536740828788,2.8912833406303378,181.295048975173,8.425713959162353,13,None,0
2021-03-25 05:14:44.055783,New Delhi,37.87035389382487,31.277637999932075,1.9604279572429557,292.3683430150768,6.208080154063861,9,None,0
2021-03-26 05:14:44.055783,New Delhi,46.86549848920538,19.102870316960697,11.398455512969523,272.09957201609234,8.205293780242581,6,None,0
2021-03-27 05:14:44.055783,New Delhi,40.294321486143545,28.777487255678466,9.305214563983414,153.31534092089657,7.265628860311772,16,None,0
2021-03-28 05:14:44.055783,New Delhi,31.76232863279124,32.05111140069137,6.87611811959317,268.30527869022126,6.832208713010737,10,None,0
2021-03-29 05:14:44.055783,New Delhi,42.717934921659975,27.817825444069726,7.590020444636677,265.0962578379389,6.494720742627622,12,None,0
2021-03-30 05:14:44.055783,New Delhi,40.949414465186365,24.64634383125312,8.928035848150058,286.3550330957594,6.3800988888162955,13,None,0
2021-03-31 05:14:44.055783,New Delhi,35.86536168113193,28.90898895237298,5.334036874176355,162.81279977820464,6.687028281478921,10,None,0
2021-04-01 05:14:44.055783,New Delhi,41.31009247792394,27.1996524601485,10.109453021778805,174.60108539487152,8.027493743518974,5,None,0
2021-04-02 05:14:44.055783,New Delhi,34.17007678081582,25.292608347477078,12.801742018106918,255.99924573282914,8.00856554518916,10,None,0
2021-04-03 05:14:44.055783,New Delhi,46.446063830377945,32.883834518286776,6.91067699633987,286.23656789180154,6.569643841976866,10,None,0
2021-04-04 05:14:44.055783,New Delhi,40.57975319378879,21.282223708720846,0.5484771132030553,167.51248096566258,8.916170481423094,5,None,0
2021-04-05 05:14:44.055783,New Delhi,32.560180948828055,15.083745512567877,6.971285869795131,294.54770320658736,6.492769527439844,5,None,0
2021-04-06 05:14:44.055783,New Delhi,45.449459620533716,23.87940995767451,13.529933860448086,152.70132099105132,8.164069294450607,8,None,0
2021-04-07 05:14:44.055783,New Delhi,32.80597991903504,17.822112971359314,9.760923653218365,214.46193443312092,6.920759185893905,9,None,0
2021-04-08 05:14:44.055783,New Delhi,43.625993944723845,16.473845290598376,3.1957530722804277,179.05321661408453,6.894279846307285,10,None,0
2021-04-09 05:14:44.055783,New Delhi,45.12740396899364,20.372716578489424,10.357522638100027,247.15957000578322,7.545390139189967,9,None,0
2021-04-10 05:14:44.055783,New Delhi,32.44372921253008,32.686243872479345,10.06261430394019,258.4964177927012,7.118305869471797,0,None,0
2021-04-11 05:14:44.055783,New Delhi,36.252810091428664,25.283148336651898,10.477082524107741,190.31940390081581,6.741908899224044,9,None,0
2021-04-12 05:14:44.055783,New Delhi,44.63449021116728,19.58007993092214,9.373494372903638,225.4303223289802,8.32194822369447,11,None,0
2021-04-13 05:14:44.055783,New Delhi,42.86405831834883,31.38728779700544,7.433845614230066,270.8957957982298,7.9318838402281635,7,None,0
2021-04-14 05:14:44.055783,New Delhi,43.563961131703344,16.985248611571443,12.31517975226684,278.75032241769105,7.056065085587925,11,None,0
2021-04-15 05:14:44.055783,New Delhi,36.57895083495058,23.086655684665086,12.177540009882547,262.3108545918185,8.572666499872726,9,None,0
2021-04-16 05:14:44.055783,New Delhi,38.97075183412172,31.141653475256046,9.78536622838958,287.95131506759594,7.559356532163341,6,None,0
2021-04-17 05:14:44.055783,New Delhi,36.46474135932927,22.70560308495476,8.66080624010297,157.3640680009628,7.995973441543807,9,None,0
2021-04-18 05:14:44.055783,New Delhi,40.91974307671347,21.183936330895076,6.89548026148394,163.82928952026595,6.440322002197995,8,None,0
2021-04-19 05:14:44.055783,New Delhi,33.38976345189589,29.49775766228521,6.235040841292207,294.7752250909591,8.565486847479225,11,None,0
